Database ID (database_id),CARRIERS ID (carriers_id),DNA Failed QC (caqc_fail),Sequencing Protocol (sub_seq_protocol),DNA Buffer (cast_buffer),Plate Barcode (cast_plate_barcode),Plate Location in Couch Lab (cast_plate_lab_location),Plate Coordinate (sub_plate_coordinate),Plate Volume (uL) (sub_plate_vol),Plate Concentration (ng/uL) (sub_plate_conc),Quibit Result (ng/uL) (caqc_qubit),Was stock sample modified (caqc_mod),Date Working Plate Created (cawk_plate_date),Working Plate Barcode (cawk_plate_barcode),Working Plate Coordinate (cawk_plate_coordinate),Working Plate Volume Water Added (uL) (cawk_plate_vol_water),Working Plate Volume Sample Added (uL) (cawk_plate_vol_stock),Working Plate Total Volume (uL) (cawk_plate_vol),Working Plate Final Concentration (ng/uL) (cawk_plate_conc),Working Plate Location in Couch Lab (cawk_plate_lab_location),Working Plate Complete (cawk_complete),Send sample to UPenn (caup_upenn)
1366,CA00001366,,Qiagen,1XTE,CAST00000015,cold room drawer 1,C12,10,50,,0,,,C12,,,,,,0,0
1367,CA00001367,0,Qiagen,1XTE,CAST00000015,cold room drawer 1,D01,10,50,,0,,,D01,,,,,,0,0
1368,CA00001368,,Qiagen,1XTE,CAST00000015,cold room drawer 1,D02,10,50,,0,,,D02,,,,,,0,0
1369,CA00001369,,Qiagen,1XTE,CAST00000015,cold room drawer 1,D03,10,50,,0,,,D03,,,,,,0,0
1370,CA00001370,,Qiagen,1XTE,CAST00000015,cold room drawer 1,D04,10,50,,0,,,D04,,,,,,0,0
1371,CA00001371,,Qiagen,1XTE,CAST00000015,cold room drawer 1,D05,10,50,,0,,,D05,,,,,,0,0
1372,CA00001372,,Qiagen,1XTE,CAST00000015,cold room drawer 1,D06,10,50,,0,,,D06,,,,,,0,0
1373,CA00001373,,Qiagen,1XTE,CAST00000015,cold room drawer 1,D07,10,50,,0,,,D07,,,,,,0,0
1374,CA00001374,,Qiagen,1XTE,CAST00000015,cold room drawer 1,D08,10,50,,0,,,D08,,,,,,0,0
1375,CA00001375,,Qiagen,1XTE,CAST00000015,cold room drawer 1,D09,10,50,,0,,,D09,,,,,,0,0
1376,CA00001376,,Qiagen,1XTE,CAST00000015,cold room drawer 1,D10,10,50,,0,,,D10,,,,,,0,0
1377,CA00001377,,Qiagen,1XTE,CAST00000015,cold room drawer 1,D11,10,50,,0,,,D11,,,,,,0,0
1378,CA00001378,,Qiagen,1XTE,CAST00000015,cold room drawer 1,D12,10,50,,0,,,D12,,,,,,0,0
1379,CA00001379,0,Qiagen,1XTE,CAST00000015,cold room drawer 1,E01,10,50,,0,,,E01,,,,,,0,0
1380,CA00001380,,Qiagen,1XTE,CAST00000015,cold room drawer 1,E02,10,50,,0,,,E02,,,,,,0,0
1381,CA00001381,,Qiagen,1XTE,CAST00000015,cold room drawer 1,E03,10,50,,0,,,E03,,,,,,0,0
1382,CA00001382,,Qiagen,1XTE,CAST00000015,cold room drawer 1,E04,10,50,,0,,,E04,,,,,,0,0
1383,CA00001383,,Qiagen,1XTE,CAST00000015,cold room drawer 1,E05,10,50,,0,,,E05,,,,,,0,0
1384,CA00001384,,Qiagen,1XTE,CAST00000015,cold room drawer 1,E06,10,50,,0,,,E06,,,,,,0,0
1385,CA00001385,,Qiagen,1XTE,CAST00000015,cold room drawer 1,E07,10,50,,0,,,E07,,,,,,0,0
1386,CA00001386,,Qiagen,1XTE,CAST00000015,cold room drawer 1,E08,10,50,,0,,,E08,,,,,,0,0
1387,CA00001387,,Qiagen,1XTE,CAST00000015,cold room drawer 1,E09,10,50,,0,,,E09,,,,,,0,0
1388,CA00001388,,Qiagen,1XTE,CAST00000015,cold room drawer 1,E10,10,50,,0,,,E10,,,,,,0,0
1389,CA00001389,,Qiagen,1XTE,CAST00000015,cold room drawer 1,E11,10,50,,0,,,E11,,,,,,0,0
1390,CA00001390,,Qiagen,1XTE,CAST00000015,cold room drawer 1,E12,10,50,,0,,,E12,,,,,,0,0
1391,CA00001391,0,Qiagen,1XTE,CAST00000015,cold room drawer 1,F01,10,50,,0,,,F01,,,,,,0,0
1392,CA00001392,,Qiagen,1XTE,CAST00000015,cold room drawer 1,F02,10,50,,0,,,F02,,,,,,0,0
1393,CA00001393,,Qiagen,1XTE,CAST00000015,cold room drawer 1,F03,10,50,,0,,,F03,,,,,,0,0
1394,CA00001394,,Qiagen,1XTE,CAST00000015,cold room drawer 1,F04,10,50,,0,,,F04,,,,,,0,0
1395,CA00001395,,Qiagen,1XTE,CAST00000015,cold room drawer 1,F05,10,50,,0,,,F05,,,,,,0,0
1396,CA00001396,,Qiagen,1XTE,CAST00000015,cold room drawer 1,F06,10,50,,0,,,F06,,,,,,0,0
1397,CA00001397,,Qiagen,1XTE,CAST00000015,cold room drawer 1,F07,10,50,,0,,,F07,,,,,,0,0
1398,CA00001398,,Qiagen,1XTE,CAST00000015,cold room drawer 1,F08,10,50,,0,,,F08,,,,,,0,0
1399,CA00001399,,Qiagen,1XTE,CAST00000015,cold room drawer 1,F09,10,50,,0,,,F09,,,,,,0,0
1400,CA00001400,,Qiagen,1XTE,CAST00000015,cold room drawer 1,F10,10,50,,0,,,F10,,,,,,0,0
1401,CA00001401,,Qiagen,1XTE,CAST00000015,cold room drawer 1,F11,10,50,,0,,,F11,,,,,,0,0
1402,CA00001402,,Qiagen,1XTE,CAST00000015,cold room drawer 1,F12,10,50,,0,,,F12,,,,,,0,0
1403,CA00001403,0,Qiagen,1XTE,CAST00000015,cold room drawer 1,G01,10,50,,0,,,G01,,,,,,0,0
1404,CA00001404,,Qiagen,1XTE,CAST00000015,cold room drawer 1,G02,10,50,,0,,,G02,,,,,,0,0
1405,CA00001405,,Qiagen,1XTE,CAST00000015,cold room drawer 1,G03,10,50,,0,,,G03,,,,,,0,0
1406,CA00001406,,Qiagen,1XTE,CAST00000015,cold room drawer 1,G04,10,50,,0,,,G04,,,,,,0,0
1407,CA00001407,,Qiagen,1XTE,CAST00000015,cold room drawer 1,G05,10,50,,0,,,G05,,,,,,0,0
1408,CA00001408,,Qiagen,1XTE,CAST00000015,cold room drawer 1,G06,10,50,,0,,,G06,,,,,,0,0
1409,CA00001409,,Qiagen,1XTE,CAST00000015,cold room drawer 1,G07,10,50,,0,,,G07,,,,,,0,0
1410,CA00001410,,Qiagen,1XTE,CAST00000015,cold room drawer 1,G08,10,50,,0,,,G08,,,,,,0,0
1411,CA00001411,,Qiagen,1XTE,CAST00000015,cold room drawer 1,G09,10,50,,0,,,G09,,,,,,0,0
1412,CA00001412,,Qiagen,1XTE,CAST00000015,cold room drawer 1,G10,10,50,,0,,,G10,,,,,,0,0
1413,CA00001413,,Qiagen,1XTE,CAST00000015,cold room drawer 1,G11,10,50,,0,,,G11,,,,,,0,0
1414,CA00001414,,Qiagen,1XTE,CAST00000015,cold room drawer 1,G12,10,50,,0,,,G12,,,,,,0,0
1415,CA00001415,0,Qiagen,1XTE,CAST00000015,cold room drawer 1,H01,10,50,,0,,,H01,,,,,,0,0
1416,CA00001416,,Qiagen,1XTE,CAST00000015,cold room drawer 1,H02,10,50,,0,,,H02,,,,,,0,0
1417,CA00001417,,Qiagen,1XTE,CAST00000015,cold room drawer 1,H03,10,50,,0,,,H03,,,,,,0,0
1418,CA00001418,,Qiagen,1XTE,CAST00000015,cold room drawer 1,H04,10,50,,0,,,H04,,,,,,0,0
1419,CA00001419,,Qiagen,1XTE,CAST00000015,cold room drawer 1,H05,10,50,,0,,,H05,,,,,,0,0
1420,CA00001420,,Qiagen,1XTE,CAST00000015,cold room drawer 1,H06,10,50,,0,,,H06,,,,,,0,0
1421,CA00001421,,Qiagen,1XTE,CAST00000015,cold room drawer 1,H07,10,50,,0,,,H07,,,,,,0,0
1422,CA00001422,,Qiagen,1XTE,CAST00000015,cold room drawer 1,H08,10,50,,0,,,H08,,,,,,0,0
1423,CA00001423,,Qiagen,1XTE,CAST00000015,cold room drawer 1,H09,10,50,,0,,,H09,,,,,,0,0
1424,CA00001424,,Qiagen,1XTE,CAST00000015,cold room drawer 1,H10,10,50,,0,,,H10,,,,,,0,0
1425,CA00001425,,Qiagen,1XTE,CAST00000015,cold room drawer 1,H11,10,50,,0,,,H11,,,,,,0,0
1426,CA00001426,0,Qiagen,1XTE,CAST00000016,cold room drawer 1,A01,10,50,,0,,,A01,,,,,,0,0
1427,CA00001427,,Qiagen,1XTE,CAST00000016,cold room drawer 1,A02,10,50,,0,,,A02,,,,,,0,0
1428,CA00001428,0,Qiagen,1XTE,CAST00000016,cold room drawer 1,A03,10,50,,0,,,A03,,,,,,0,0
1429,CA00001429,0,Qiagen,1XTE,CAST00000016,cold room drawer 1,A04,10,50,,0,,,A04,,,,,,0,0
1430,CA00001430,,Qiagen,1XTE,CAST00000016,cold room drawer 1,A05,10,50,,0,,,A05,,,,,,0,0
1431,CA00001431,0,Qiagen,1XTE,CAST00000016,cold room drawer 1,A06,10,50,,0,,,A06,,,,,,0,0
1432,CA00001432,0,Qiagen,1XTE,CAST00000016,cold room drawer 1,A07,10,50,,0,,,A07,,,,,,0,0
1433,CA00001433,0,Qiagen,1XTE,CAST00000016,cold room drawer 1,A08,10,50,,0,,,A08,,,,,,0,0
1434,CA00001434,0,Qiagen,1XTE,CAST00000016,cold room drawer 1,A09,10,50,,0,,,A09,,,,,,0,0
1435,CA00001435,,Qiagen,1XTE,CAST00000016,cold room drawer 1,A10,10,50,,0,,,A10,,,,,,0,0
1436,CA00001436,0,Qiagen,1XTE,CAST00000016,cold room drawer 1,A11,10,50,,0,,,A11,,,,,,0,0
1437,CA00001437,0,Qiagen,1XTE,CAST00000016,cold room drawer 1,A12,10,50,,0,,,A12,,,,,,0,0
1438,CA00001438,0,Qiagen,1XTE,CAST00000016,cold room drawer 1,B01,10,50,,0,,,B01,,,,,,0,0
1439,CA00001439,,Qiagen,1XTE,CAST00000016,cold room drawer 1,B02,10,50,,0,,,B02,,,,,,0,0
1440,CA00001440,,Qiagen,1XTE,CAST00000016,cold room drawer 1,B03,10,50,,0,,,B03,,,,,,0,0
1441,CA00001441,,Qiagen,1XTE,CAST00000016,cold room drawer 1,B04,10,50,,0,,,B04,,,,,,0,0
1442,CA00001442,,Qiagen,1XTE,CAST00000016,cold room drawer 1,B05,10,50,,0,,,B05,,,,,,0,0
1443,CA00001443,,Qiagen,1XTE,CAST00000016,cold room drawer 1,B06,10,50,,0,,,B06,,,,,,0,0
1444,CA00001444,,Qiagen,1XTE,CAST00000016,cold room drawer 1,B07,10,50,,0,,,B07,,,,,,0,0
1445,CA00001445,,Qiagen,1XTE,CAST00000016,cold room drawer 1,B08,10,50,,0,,,B08,,,,,,0,0
1446,CA00001446,,Qiagen,1XTE,CAST00000016,cold room drawer 1,B09,10,50,,0,,,B09,,,,,,0,0
1447,CA00001447,,Qiagen,1XTE,CAST00000016,cold room drawer 1,B10,10,50,,0,,,B10,,,,,,0,0
1448,CA00001448,,Qiagen,1XTE,CAST00000016,cold room drawer 1,B11,10,50,,0,,,B11,,,,,,0,0
1449,CA00001449,,Qiagen,1XTE,CAST00000016,cold room drawer 1,B12,10,50,,0,,,B12,,,,,,0,0
1450,CA00001450,0,Qiagen,1XTE,CAST00000016,cold room drawer 1,C01,10,50,,0,,,C01,,,,,,0,0
1451,CA00001451,,Qiagen,1XTE,CAST00000016,cold room drawer 1,C02,10,50,,0,,,C02,,,,,,0,0
1452,CA00001452,,Qiagen,1XTE,CAST00000016,cold room drawer 1,C03,10,50,,0,,,C03,,,,,,0,0
1453,CA00001453,,Qiagen,1XTE,CAST00000016,cold room drawer 1,C04,10,50,,0,,,C04,,,,,,0,0
1454,CA00001454,,Qiagen,1XTE,CAST00000016,cold room drawer 1,C05,10,50,,0,,,C05,,,,,,0,0
1455,CA00001455,,Qiagen,1XTE,CAST00000016,cold room drawer 1,C06,10,50,,0,,,C06,,,,,,0,0
1456,CA00001456,,Qiagen,1XTE,CAST00000016,cold room drawer 1,C07,10,50,,0,,,C07,,,,,,0,0
1457,CA00001457,,Qiagen,1XTE,CAST00000016,cold room drawer 1,C08,10,50,,0,,,C08,,,,,,0,0
1458,CA00001458,,Qiagen,1XTE,CAST00000016,cold room drawer 1,C09,10,50,,0,,,C09,,,,,,0,0
1459,CA00001459,,Qiagen,1XTE,CAST00000016,cold room drawer 1,C10,10,50,,0,,,C10,,,,,,0,0
1460,CA00001460,,Qiagen,1XTE,CAST00000016,cold room drawer 1,C11,10,50,,0,,,C11,,,,,,0,0
1461,CA00001461,,Qiagen,1XTE,CAST00000016,cold room drawer 1,C12,10,50,,0,,,C12,,,,,,0,0
1462,CA00001462,0,Qiagen,1XTE,CAST00000016,cold room drawer 1,D01,10,50,,0,,,D01,,,,,,0,0
1463,CA00001463,,Qiagen,1XTE,CAST00000016,cold room drawer 1,D02,10,50,,0,,,D02,,,,,,0,0
1464,CA00001464,,Qiagen,1XTE,CAST00000016,cold room drawer 1,D03,10,50,,0,,,D03,,,,,,0,0
1465,CA00001465,,Qiagen,1XTE,CAST00000016,cold room drawer 1,D04,10,50,,0,,,D04,,,,,,0,0
1466,CA00001466,,Qiagen,1XTE,CAST00000016,cold room drawer 1,D05,10,50,,0,,,D05,,,,,,0,0
1467,CA00001467,,Qiagen,1XTE,CAST00000016,cold room drawer 1,D06,10,50,,0,,,D06,,,,,,0,0
1468,CA00001468,,Qiagen,1XTE,CAST00000016,cold room drawer 1,D07,10,50,,0,,,D07,,,,,,0,0
1469,CA00001469,,Qiagen,1XTE,CAST00000016,cold room drawer 1,D08,10,50,,0,,,D08,,,,,,0,0
1470,CA00001470,,Qiagen,1XTE,CAST00000016,cold room drawer 1,D09,10,50,,0,,,D09,,,,,,0,0
1471,CA00001471,,Qiagen,1XTE,CAST00000016,cold room drawer 1,D10,10,50,,0,,,D10,,,,,,0,0
1472,CA00001472,,Qiagen,1XTE,CAST00000016,cold room drawer 1,D11,10,50,,0,,,D11,,,,,,0,0
1473,CA00001473,,Qiagen,1XTE,CAST00000016,cold room drawer 1,D12,10,50,,0,,,D12,,,,,,0,0
1474,CA00001474,0,Qiagen,1XTE,CAST00000016,cold room drawer 1,E01,10,50,,0,,,E01,,,,,,0,0
1475,CA00001475,,Qiagen,1XTE,CAST00000016,cold room drawer 1,E02,10,50,,0,,,E02,,,,,,0,0
1476,CA00001476,,Qiagen,1XTE,CAST00000016,cold room drawer 1,E03,10,50,,0,,,E03,,,,,,0,0
1477,CA00001477,,Qiagen,1XTE,CAST00000016,cold room drawer 1,E04,10,50,,0,,,E04,,,,,,0,0
1478,CA00001478,,Qiagen,1XTE,CAST00000016,cold room drawer 1,E05,10,50,,0,,,E05,,,,,,0,0
1479,CA00001479,,Qiagen,1XTE,CAST00000016,cold room drawer 1,E06,10,50,,0,,,E06,,,,,,0,0
1480,CA00001480,,Qiagen,1XTE,CAST00000016,cold room drawer 1,E07,10,50,,0,,,E07,,,,,,0,0
1481,CA00001481,,Qiagen,1XTE,CAST00000016,cold room drawer 1,E08,10,50,,0,,,E08,,,,,,0,0
1482,CA00001482,,Qiagen,1XTE,CAST00000016,cold room drawer 1,E09,10,50,,0,,,E09,,,,,,0,0
1483,CA00001483,,Qiagen,1XTE,CAST00000016,cold room drawer 1,E10,10,50,,0,,,E10,,,,,,0,0
1484,CA00001484,,Qiagen,1XTE,CAST00000016,cold room drawer 1,E11,10,50,,0,,,E11,,,,,,0,0
1485,CA00001485,,Qiagen,1XTE,CAST00000016,cold room drawer 1,E12,10,50,,0,,,E12,,,,,,0,0
1486,CA00001486,0,Qiagen,1XTE,CAST00000016,cold room drawer 1,F01,10,50,,0,,,F01,,,,,,0,0
1487,CA00001487,,Qiagen,1XTE,CAST00000016,cold room drawer 1,F02,10,50,,0,,,F02,,,,,,0,0
1488,CA00001488,,Qiagen,1XTE,CAST00000016,cold room drawer 1,F03,10,50,,0,,,F03,,,,,,0,0
1489,CA00001489,,Qiagen,1XTE,CAST00000016,cold room drawer 1,F04,10,50,,0,,,F04,,,,,,0,0
1490,CA00001490,,Qiagen,1XTE,CAST00000016,cold room drawer 1,F05,10,50,,0,,,F05,,,,,,0,0
1491,CA00001491,,Qiagen,1XTE,CAST00000016,cold room drawer 1,F06,10,50,,0,,,F06,,,,,,0,0
1492,CA00001492,,Qiagen,1XTE,CAST00000016,cold room drawer 1,F07,10,50,,0,,,F07,,,,,,0,0
1493,CA00001493,,Qiagen,1XTE,CAST00000016,cold room drawer 1,F08,10,50,,0,,,F08,,,,,,0,0
1494,CA00001494,,Qiagen,1XTE,CAST00000016,cold room drawer 1,F09,10,50,,0,,,F09,,,,,,0,0
1495,CA00001495,,Qiagen,1XTE,CAST00000016,cold room drawer 1,F10,10,50,,0,,,F10,,,,,,0,0
1496,CA00001496,,Qiagen,1XTE,CAST00000016,cold room drawer 1,F11,10,50,,0,,,F11,,,,,,0,0
1497,CA00001497,,Qiagen,1XTE,CAST00000016,cold room drawer 1,F12,10,50,,0,,,F12,,,,,,0,0
1498,CA00001498,0,Qiagen,1XTE,CAST00000016,cold room drawer 1,G01,10,50,,0,,,G01,,,,,,0,0
1499,CA00001499,,Qiagen,1XTE,CAST00000016,cold room drawer 1,G02,10,50,,0,,,G02,,,,,,0,0
1500,CA00001500,,Qiagen,1XTE,CAST00000016,cold room drawer 1,G03,10,50,,0,,,G03,,,,,,0,0
1501,CA00001501,,Qiagen,1XTE,CAST00000016,cold room drawer 1,G04,10,50,,0,,,G04,,,,,,0,0
1502,CA00001502,,Qiagen,1XTE,CAST00000016,cold room drawer 1,G05,10,50,,0,,,G05,,,,,,0,0
1503,CA00001503,,Qiagen,1XTE,CAST00000016,cold room drawer 1,G06,10,50,,0,,,G06,,,,,,0,0
1504,CA00001504,,Qiagen,1XTE,CAST00000016,cold room drawer 1,G07,10,50,,0,,,G07,,,,,,0,0
1505,CA00001505,,Qiagen,1XTE,CAST00000016,cold room drawer 1,G08,10,50,,0,,,G08,,,,,,0,0
1506,CA00001506,,Qiagen,1XTE,CAST00000016,cold room drawer 1,G09,10,50,,0,,,G09,,,,,,0,0
1507,CA00001507,,Qiagen,1XTE,CAST00000016,cold room drawer 1,G10,10,50,,0,,,G10,,,,,,0,0
1508,CA00001508,,Qiagen,1XTE,CAST00000016,cold room drawer 1,G11,10,50,,0,,,G11,,,,,,0,0
1509,CA00001509,,Qiagen,1XTE,CAST00000016,cold room drawer 1,G12,10,50,,0,,,G12,,,,,,0,0
1510,CA00001510,0,Qiagen,1XTE,CAST00000016,cold room drawer 1,H01,10,50,,0,,,H01,,,,,,0,0
1511,CA00001511,,Qiagen,1XTE,CAST00000016,cold room drawer 1,H02,10,50,,0,,,H02,,,,,,0,0
1512,CA00001512,,Qiagen,1XTE,CAST00000016,cold room drawer 1,H03,10,50,,0,,,H03,,,,,,0,0
1513,CA00001513,,Qiagen,1XTE,CAST00000016,cold room drawer 1,H04,10,50,,0,,,H04,,,,,,0,0
1514,CA00001514,,Qiagen,1XTE,CAST00000016,cold room drawer 1,H05,10,50,,0,,,H05,,,,,,0,0
1515,CA00001515,,Qiagen,1XTE,CAST00000016,cold room drawer 1,H06,10,50,,0,,,H06,,,,,,0,0
1516,CA00001516,,Qiagen,1XTE,CAST00000016,cold room drawer 1,H07,10,50,,0,,,H07,,,,,,0,0
1517,CA00001517,,Qiagen,1XTE,CAST00000016,cold room drawer 1,H08,10,50,,0,,,H08,,,,,,0,0
1518,CA00001518,,Qiagen,1XTE,CAST00000016,cold room drawer 1,H09,10,50,,0,,,H09,,,,,,0,0
1519,CA00001519,,Qiagen,1XTE,CAST00000016,cold room drawer 1,H10,10,50,,0,,,H10,,,,,,0,0
1520,CA00001520,,Qiagen,1XTE,CAST00000016,cold room drawer 1,H11,10,50,,0,,,H11,,,,,,0,0
1521,CA00001521,0,Qiagen,1XTE,CAST00000017,cold room drawer 1,A01,10,50,,0,,,A01,,,,,,0,0
1522,CA00001522,,Qiagen,1XTE,CAST00000017,cold room drawer 1,A02,10,50,,0,,,A02,,,,,,0,0
1523,CA00001523,,Qiagen,1XTE,CAST00000017,cold room drawer 1,A03,10,50,,0,,,A03,,,,,,0,0
1524,CA00001524,,Qiagen,1XTE,CAST00000017,cold room drawer 1,A04,10,50,,0,,,A04,,,,,,0,0
1525,CA00001525,,Qiagen,1XTE,CAST00000017,cold room drawer 1,A05,10,50,,0,,,A05,,,,,,0,0
1526,CA00001526,,Qiagen,1XTE,CAST00000017,cold room drawer 1,A06,10,50,,0,,,A06,,,,,,0,0
1527,CA00001527,,Qiagen,1XTE,CAST00000017,cold room drawer 1,A07,10,50,,0,,,A07,,,,,,0,0
1528,CA00001528,,Qiagen,1XTE,CAST00000017,cold room drawer 1,A08,10,50,,0,,,A08,,,,,,0,0
1529,CA00001529,,Qiagen,1XTE,CAST00000017,cold room drawer 1,A09,10,50,,0,,,A09,,,,,,0,0
1530,CA00001530,,Qiagen,1XTE,CAST00000017,cold room drawer 1,A10,10,50,,0,,,A10,,,,,,0,0
1531,CA00001531,,Qiagen,1XTE,CAST00000017,cold room drawer 1,A11,10,50,,0,,,A11,,,,,,0,0
1532,CA00001532,,Qiagen,1XTE,CAST00000017,cold room drawer 1,A12,10,50,,0,,,A12,,,,,,0,0
1533,CA00001533,0,Qiagen,1XTE,CAST00000017,cold room drawer 1,B01,10,50,,0,,,B01,,,,,,0,0
1534,CA00001534,,Qiagen,1XTE,CAST00000017,cold room drawer 1,B02,10,50,,0,,,B02,,,,,,0,0
1535,CA00001535,,Qiagen,1XTE,CAST00000017,cold room drawer 1,B03,10,50,,0,,,B03,,,,,,0,0
1536,CA00001536,,Qiagen,1XTE,CAST00000017,cold room drawer 1,B04,10,50,,0,,,B04,,,,,,0,0
1537,CA00001537,,Qiagen,1XTE,CAST00000017,cold room drawer 1,B05,10,50,,0,,,B05,,,,,,0,0
1538,CA00001538,,Qiagen,1XTE,CAST00000017,cold room drawer 1,B06,10,50,,0,,,B06,,,,,,0,0
1539,CA00001539,,Qiagen,1XTE,CAST00000017,cold room drawer 1,B07,10,50,,0,,,B07,,,,,,0,0
1540,CA00001540,,Qiagen,1XTE,CAST00000017,cold room drawer 1,B08,10,50,,0,,,B08,,,,,,0,0
1541,CA00001541,,Qiagen,1XTE,CAST00000017,cold room drawer 1,B09,10,50,,0,,,B09,,,,,,0,0
1542,CA00001542,,Qiagen,1XTE,CAST00000017,cold room drawer 1,B10,10,50,,0,,,B10,,,,,,0,0
1543,CA00001543,,Qiagen,1XTE,CAST00000017,cold room drawer 1,B11,10,50,,0,,,B11,,,,,,0,0
1544,CA00001544,,Qiagen,1XTE,CAST00000017,cold room drawer 1,B12,10,50,,0,,,B12,,,,,,0,0
1545,CA00001545,0,Qiagen,1XTE,CAST00000017,cold room drawer 1,C01,10,50,,0,,,C01,,,,,,0,0
1546,CA00001546,,Qiagen,1XTE,CAST00000017,cold room drawer 1,C02,10,50,,0,,,C02,,,,,,0,0
1547,CA00001547,,Qiagen,1XTE,CAST00000017,cold room drawer 1,C03,10,50,,0,,,C03,,,,,,0,0
1548,CA00001548,,Qiagen,1XTE,CAST00000017,cold room drawer 1,C04,10,50,,0,,,C04,,,,,,0,0
1549,CA00001549,,Qiagen,1XTE,CAST00000017,cold room drawer 1,C05,10,50,,0,,,C05,,,,,,0,0
1550,CA00001550,,Qiagen,1XTE,CAST00000017,cold room drawer 1,C06,10,50,,0,,,C06,,,,,,0,0
1551,CA00001551,,Qiagen,1XTE,CAST00000017,cold room drawer 1,C07,10,50,,0,,,C07,,,,,,0,0
1552,CA00001552,,Qiagen,1XTE,CAST00000017,cold room drawer 1,C08,10,50,,0,,,C08,,,,,,0,0
1553,CA00001553,,Qiagen,1XTE,CAST00000017,cold room drawer 1,C09,10,50,,0,,,C09,,,,,,0,0
1554,CA00001554,,Qiagen,1XTE,CAST00000017,cold room drawer 1,C10,10,50,,0,,,C10,,,,,,0,0
1555,CA00001555,,Qiagen,1XTE,CAST00000017,cold room drawer 1,C11,10,50,,0,,,C11,,,,,,0,0
1556,CA00001556,,Qiagen,1XTE,CAST00000017,cold room drawer 1,C12,10,50,,0,,,C12,,,,,,0,0
1557,CA00001557,0,Qiagen,1XTE,CAST00000017,cold room drawer 1,D01,10,50,,0,,,D01,,,,,,0,0
1558,CA00001558,,Qiagen,1XTE,CAST00000017,cold room drawer 1,D02,10,50,,0,,,D02,,,,,,0,0
1559,CA00001559,,Qiagen,1XTE,CAST00000017,cold room drawer 1,D03,10,50,,0,,,D03,,,,,,0,0
1560,CA00001560,,Qiagen,1XTE,CAST00000017,cold room drawer 1,D04,10,50,,0,,,D04,,,,,,0,0
1561,CA00001561,,Qiagen,1XTE,CAST00000017,cold room drawer 1,D05,10,50,,0,,,D05,,,,,,0,0
1562,CA00001562,,Qiagen,1XTE,CAST00000017,cold room drawer 1,D06,10,50,,0,,,D06,,,,,,0,0
1563,CA00001563,,Qiagen,1XTE,CAST00000017,cold room drawer 1,D07,10,50,,0,,,D07,,,,,,0,0
1564,CA00001564,,Qiagen,1XTE,CAST00000017,cold room drawer 1,D08,10,50,,0,,,D08,,,,,,0,0
1565,CA00001565,,Qiagen,1XTE,CAST00000017,cold room drawer 1,D09,10,50,,0,,,D09,,,,,,0,0
1566,CA00001566,,Qiagen,1XTE,CAST00000017,cold room drawer 1,D10,10,50,,0,,,D10,,,,,,0,0
1567,CA00001567,,Qiagen,1XTE,CAST00000017,cold room drawer 1,D11,10,50,,0,,,D11,,,,,,0,0
1568,CA00001568,,Qiagen,1XTE,CAST00000017,cold room drawer 1,D12,10,50,,0,,,D12,,,,,,0,0
1569,CA00001569,0,Qiagen,1XTE,CAST00000017,cold room drawer 1,E01,10,50,,0,,,E01,,,,,,0,0
1570,CA00001570,,Qiagen,1XTE,CAST00000017,cold room drawer 1,E02,10,50,,0,,,E02,,,,,,0,0
1571,CA00001571,,Qiagen,1XTE,CAST00000017,cold room drawer 1,E03,10,50,,0,,,E03,,,,,,0,0
1572,CA00001572,,Qiagen,1XTE,CAST00000017,cold room drawer 1,E04,10,50,,0,,,E04,,,,,,0,0
1573,CA00001573,,Qiagen,1XTE,CAST00000017,cold room drawer 1,E05,10,50,,0,,,E05,,,,,,0,0
1574,CA00001574,,Qiagen,1XTE,CAST00000017,cold room drawer 1,E06,10,50,,0,,,E06,,,,,,0,0
1575,CA00001575,,Qiagen,1XTE,CAST00000017,cold room drawer 1,E07,10,50,,0,,,E07,,,,,,0,0
1576,CA00001576,,Qiagen,1XTE,CAST00000017,cold room drawer 1,E08,10,50,,0,,,E08,,,,,,0,0
1577,CA00001577,,Qiagen,1XTE,CAST00000017,cold room drawer 1,E09,10,50,,0,,,E09,,,,,,0,0
1578,CA00001578,,Qiagen,1XTE,CAST00000017,cold room drawer 1,E10,10,50,,0,,,E10,,,,,,0,0
1579,CA00001579,,Qiagen,1XTE,CAST00000017,cold room drawer 1,E11,10,50,,0,,,E11,,,,,,0,0
1580,CA00001580,,Qiagen,1XTE,CAST00000017,cold room drawer 1,E12,10,50,,0,,,E12,,,,,,0,0
1581,CA00001581,0,Qiagen,1XTE,CAST00000017,cold room drawer 1,F01,10,50,,0,,,F01,,,,,,0,0
1582,CA00001582,,Qiagen,1XTE,CAST00000017,cold room drawer 1,F02,10,50,,0,,,F02,,,,,,0,0
1583,CA00001583,,Qiagen,1XTE,CAST00000017,cold room drawer 1,F03,10,50,,0,,,F03,,,,,,0,0
1584,CA00001584,,Qiagen,1XTE,CAST00000017,cold room drawer 1,F04,10,50,,0,,,F04,,,,,,0,0
1585,CA00001585,,Qiagen,1XTE,CAST00000017,cold room drawer 1,F05,10,50,,0,,,F05,,,,,,0,0
1586,CA00001586,,Qiagen,1XTE,CAST00000017,cold room drawer 1,F06,10,50,,0,,,F06,,,,,,0,0
